0.3694	0.0	0.0	0.0	0.0	0.0001	
0.3859	0.0	0.0	0.0	0.0	0.0001	
0.4173	0.0	0.0	0.0	0.0	0.0003	
0.5408	0.0	0.0	0.0	0.0	0.0015	
0.7056	0.0	0.0	0.0	0.0	0.0058	
0.8762	0.0	0.0001	0.0001	0.0001	0.0148	
1.0539	0.0	0.0001	0.0003	0.0002	0.0305	
1.24	0.0	0.0001	0.0005	0.0004	0.0553	
1.4367	0.0	0.0002	0.0008	0.0007	0.0924	
1.6481	0.0	0.0002	0.0012	0.0012	0.1461	
1.8981	0.0001	0.0003	0.0019	0.0018	0.2296	
2.1493	0.0001	0.0004	0.0028	0.0027	0.3365	
2.3775	0.0001	0.0005	0.0038	0.0037	0.454	
2.5906	0.0001	0.0005	0.0049	0.0047	0.581	
2.7914	0.0001	0.0006	0.006	0.0058	0.7154	
2.9856	0.0001	0.0007	0.0072	0.0071	0.8584	
3.1757	0.0001	0.0007	0.0085	0.0084	1.0098	
3.364	0.0001	0.0007	0.0099	0.0098	1.1701	
3.5518	0.0001	0.0008	0.0113	0.0112	1.339	
3.7404	0.0001	0.0008	0.0128	0.0128	1.5167	
3.9305	0.0001	0.0009	0.0143	0.0145	1.7027	
4.1229	0.0001	0.0009	0.016	0.0163	1.8969	
4.3183	0.0001	0.0009	0.0177	0.0182	2.099	
4.5174	0.0001	0.0009	0.0195	0.0202	2.3085	
4.7207	0.0001	0.0009	0.0213	0.0224	2.5251	
4.9289	0.0001	0.0009	0.0232	0.0246	2.7485	
5.1426	0.0002	0.0009	0.0251	0.0269	2.9782	
5.3626	0.0002	0.0009	0.0271	0.0294	3.2139	
5.5895	0.0002	0.0009	0.0291	0.0319	3.4552	
5.8239	0.0002	0.0009	0.0312	0.0346	3.7018	
6.0667	0.0002	0.0009	0.0334	0.0374	3.9534	
6.3186	0.0002	0.0009	0.0355	0.0404	4.2097	
6.5803	0.0002	0.0009	0.0377	0.0434	4.4705	
6.8526	0.0002	0.0009	0.04	0.0466	4.7354	
7.1362	0.0002	0.0008	0.0423	0.0499	5.0044	
7.4316	0.0002	0.0008	0.0446	0.0534	5.2773	
7.7395	0.0002	0.0008	0.047	0.057	5.554	
8.0601	0.0002	0.0008	0.0493	0.0607	5.8344	
8.3939	0.0002	0.0008	0.0518	0.0646	6.1186	
8.7406	0.0002	0.0008	0.0542	0.0687	6.4065	
9.1001	0.0002	0.0007	0.0567	0.073	6.6982	
9.4718	0.0003	0.0007	0.0593	0.0775	6.9937	
9.8547	0.0003	0.0007	0.0618	0.0822	7.2929	
10.2478	0.0003	0.0007	0.0644	0.0871	7.5958	
10.6496	0.0003	0.0007	0.0671	0.0922	7.9023	
11.0586	0.0003	0.0007	0.0697	0.0976	8.2122	
11.473	0.0003	0.0007	0.0724	0.1032	8.5253	
11.8914	0.0003	0.0007	0.0752	0.1091	8.8412	
12.312	0.0003	0.0007	0.0779	0.1153	9.1596	
12.7334	0.0003	0.0007	0.0807	0.1218	9.4801	
13.1544	0.0003	0.0008	0.0835	0.1286	9.8023	
13.5739	0.0003	0.0008	0.0864	0.1357	10.1258	
13.991	0.0003	0.0008	0.0892	0.1432	10.4502	
14.4051	0.0003	0.0008	0.0921	0.151	10.775	
14.8158	0.0003	0.0008	0.0949	0.1591	11.1	
15.2226	0.0003	0.0008	0.0978	0.1677	11.4249	
15.6255	0.0003	0.0008	0.1007	0.1766	11.7493	
16.0244	0.0004	0.0008	0.1036	0.186	12.073	
16.4194	0.0004	0.0008	0.1065	0.1958	12.3959	
16.8105	0.0004	0.0009	0.1094	0.2061	12.7176	
17.1979	0.0004	0.0009	0.1123	0.2169	13.038	
17.582	0.0004	0.0009	0.1152	0.2282	13.357	
17.9628	0.0004	0.0009	0.1181	0.2401	13.6744	
18.3408	0.0004	0.0009	0.1211	0.2526	13.9901	
18.7163	0.0004	0.0009	0.124	0.2657	14.3041	
19.0895	0.0004	0.0009	0.1269	0.2796	14.6161	
19.4609	0.0004	0.0009	0.1299	0.2941	14.9262	
19.8309	0.0004	0.0009	0.1329	0.3095	15.2342	
20.1998	0.0004	0.0009	0.1358	0.3258	15.54	
20.5681	0.0004	0.001	0.1388	0.3429	15.8437	
20.9362	0.0004	0.001	0.1418	0.3611	16.1451	
21.3048	0.0004	0.001	0.1448	0.3804	16.4441	
21.6742	0.0004	0.001	0.1479	0.4008	16.7407	
22.0452	0.0004	0.001	0.1509	0.4226	17.0349	
22.4183	0.0004	0.001	0.154	0.4457	17.3265	
22.7942	0.0004	0.001	0.1571	0.4704	17.6155	
23.1738	0.0004	0.001	0.1603	0.4968	17.9018	
23.5578	0.0004	0.001	0.1635	0.525	18.1853	
23.9473	0.0004	0.001	0.1668	0.5552	18.466	
24.3433	0.0004	0.001	0.1701	0.5877	18.7438	
24.7471	0.0004	0.001	0.1735	0.6226	19.0184	
25.1601	0.0004	0.001	0.177	0.6603	19.29	
25.584	0.0004	0.001	0.1805	0.7011	19.5582	
26.0206	0.0004	0.001	0.1842	0.7452	19.823	
26.4722	0.0004	0.001	0.188	0.7932	20.0842	
26.9415	0.0004	0.001	0.192	0.8455	20.3417	
27.4315	0.0004	0.001	0.1961	0.9027	20.5953	
27.9461	0.0004	0.001	0.2004	0.9653	20.8449	
28.4899	0.0004	0.001	0.2049	1.0343	21.0904	
29.0687	0.0004	0.001	0.2097	1.1106	21.3315	
29.6897	0.0004	0.001	0.2149	1.1952	21.5683	
30.3622	0.0004	0.001	0.2204	1.2897	21.8006	
31.0984	0.0004	0.001	0.2264	1.396	22.0285	
31.9147	0.0004	0.001	0.2331	1.5164	22.2522	
32.8338	0.0004	0.001	0.2405	1.6542	22.472	
33.8892	0.0004	0.001	0.2489	1.814	22.6885	
35.1324	0.0004	0.001	0.2586	2.0029	22.9029	
36.6518	0.0004	0.001	0.2703	2.2323	23.1174	
38.6234	0.0004	0.001	0.285	2.5248	23.3369	
41.5383	0.0004	0.001	0.3059	2.9416	23.5763	
46.8977	0.0004	0.001	0.3417	3.649	23.8578	
52.2571	0.0004	0.0009	0.374	4.2758	24.0332	
57.3898	0.0004	0.0009	0.4017	4.8059	24.1445	
62.8265	0.0003	0.0009	0.4278	5.2984	24.2268	
68.9483	0.0003	0.0008	0.4534	5.7761	24.2918	
76.0714	0.0003	0.0008	0.4786	6.2403	24.3439	
84.5503	0.0003	0.0008	0.5028	6.6802	24.3848	
94.8214	0.0003	0.0007	0.5246	7.0727	24.4144	
107.4087	0.0003	0.0006	0.5417	7.3801	24.4319	
122.7745	0.0002	0.0006	0.551	7.5496	24.4352	
140.9098	0.0002	0.0005	0.5497	7.531	24.4221	
161.0522	0.0002	0.0005	0.5373	7.3159	24.3927	
182.3485	0.0002	0.0004	0.5163	6.9461	24.3488	
204.1222	0.0001	0.0004	0.4905	6.4845	24.2931	
226.0557	0.0001	0.0003	0.4631	5.9868	24.2274	
248.1382	0.0001	0.0003	0.4363	5.4921	24.1534	
270.6475	0.0001	0.0003	0.4113	5.0241	24.0724	
294.1976	0.0001	0.0003	0.3887	4.5957	23.986	
320.0055	0.0001	0.0003	0.3689	4.2145	23.8963	
350.0	0.0001	0.0003	0.3525	3.8952	23.8097	
